,Bid,Ask,IV,Open Int,Time to Maturity (years),Log Moneyness,Strike,Mid
0,1173.1,1184.5,0.0,0,0.0027397260273972603,-0.5268112871335623,1700.0,1178.8
1,1072.5,1083.9,0.0,0,0.0027397260273972603,-0.4696528732936137,1800.0,1078.2
2,1022.6,1033.9,0.0,0,0.0027397260273972603,-0.4422538991054992,1850.0,1028.25
3,972.8,984.2,0.0,0,0.0027397260273972603,-0.4155856520233379,1900.0,978.5
4,922.4,933.7,0.0,0,0.0027397260273972603,-0.3896101656200773,1950.0,928.05
5,877.7,879.8,0.0,1,0.0027397260273972603,-0.3642923576357874,2000.0,878.75
6,827.7,829.8,0.0,0,0.0027397260273972603,-0.33959974504541585,2050.0,828.75
7,777.6,779.7,0.0,0,0.0027397260273972603,-0.3155021934663554,2100.0,778.6500000000001
8,727.7,729.7,0.0,0,0.0027397260273972603,-0.29197169605616125,2150.0,728.7
9,677.7,679.8,0.0,0,0.0027397260273972603,-0.2689821778314625,2200.0,678.75
10,652.8,654.9,1.126,0,0.0027397260273972603,-0.2576826225775291,2225.0,653.8499999999999
11,627.8,629.9,0.0,0,0.0027397260273972603,-0.2465093219794039,2250.0,628.8499999999999
12,602.6,604.7,0.0,0,0.0027397260273972603,-0.23545948579281892,2275.0,603.6500000000001
13,577.8,579.9,0.0,0,0.0027397260273972603,-0.22453041526062864,2300.0,578.8499999999999
14,552.6,554.8,0.0,0,0.0027397260273972603,-0.21371949915641303,2325.0,553.7
15,527.6,529.7,0.0,0,0.0027397260273972603,-0.20302421003966506,2350.0,528.6500000000001
16,502.7,504.8,0.0,0,0.0027397260273972603,-0.19244210070912812,2375.0,503.75
17,487.7,489.8,0.0,1,0.0027397260273972603,-0.18614617225231345,2390.0,488.75
18,477.7,479.8,0.0,0,0.0027397260273972603,-0.1819708008418327,2400.0,478.75
19,467.7,469.8,0.0,0,0.0027397260273972603,-0.17781279069316908,2410.0,468.75
20,457.7,459.8,0.0,0,0.0027397260273972603,-0.1736719980271376,2420.0,458.75
21,452.7,454.8,0.0,0,0.0027397260273972603,-0.17160801380628612,2425.0,453.75
22,447.7,449.8,0.0,0,0.0027397260273972603,-0.16954828084327558,2430.0,448.75
23,437.7,439.8,0.0,0,0.0027397260273972603,-0.16544149889062224,2440.0,438.75
24,427.7,429.8,0.0,0,0.0027397260273972603,-0.16135151363909703,2450.0,428.75
25,417.7,419.8,0.0,0,0.0027397260273972603,-0.15727818825146125,2460.0,418.75
26,407.7,409.8,0.0,0,0.0027397260273972603,-0.1532213875558468,2470.0,408.75
27,402.7,404.8,0.0,2,0.0027397260273972603,-0.15119914217507902,2475.0,403.75
28,397.7,399.8,0.0,0,0.0027397260273972603,-0.14918097801884186,2480.0,398.75
29,387.8,390.0,0.8035,0,0.0027397260273972603,-0.14515682771911648,2490.0,388.9
30,377.6,379.8,0.0,0,0.0027397260273972603,-0.14114880632157759,2500.0,378.70000000000005
31,367.8,370.0,0.7609,0,0.0027397260273972603,-0.13715678505204018,2510.0,368.9
32,357.6,359.8,0.0,0,0.0027397260273972603,-0.13318063667240068,2520.0,358.70000000000005
33,352.8,354.8,0.0,2,0.0027397260273972603,-0.1311984754684095,2525.0,353.8
34,347.8,349.8,0.0,0,0.0027397260273972603,-0.1292202354563038,2530.0,348.8
35,342.6,344.8,0.0,0,0.0027397260273972603,-0.12724590115258622,2535.0,343.70000000000005
36,337.6,339.8,0.0,2,0.0027397260273972603,-0.1252754571652875,2540.0,338.70000000000005
37,332.6,334.8,0.0,0,0.0027397260273972603,-0.12330888819324655,2545.0,333.70000000000005
38,327.8,329.8,0.0,0,0.0027397260273972603,-0.12134617902539786,2550.0,328.8
39,322.6,324.8,0.0,0,0.0027397260273972603,-0.11938731454006492,2555.0,323.70000000000005
40,317.6,319.8,0.0,0,0.0027397260273972603,-0.11743227970426158,2560.0,318.70000000000005
41,312.8,314.8,0.0,0,0.0027397260273972603,-0.11548105957299987,2565.0,313.8
42,307.6,309.8,0.0,0,0.0027397260273972603,-0.11353363928860419,2570.0,308.70000000000005
43,302.6,304.8,0.0,0,0.0027397260273972603,-0.11159000408003318,2575.0,303.70000000000005
44,297.6,299.8,0.0,0,0.0027397260273972603,-0.10965013926220661,2580.0,298.70000000000005
45,292.8,294.8,0.0,0,0.0027397260273972603,-0.10771403023534024,2585.0,293.8
46,287.8,289.8,0.0,0,0.0027397260273972603,-0.10578166248428633,2590.0,288.8
47,283.0,284.9,0.6345,0,0.0027397260273972603,-0.10385302157788065,2595.0,283.95
48,277.9,279.6,0.0,2,0.0027397260273972603,-0.10192809316829628,2600.0,278.75
49,272.9,274.6,0.0,0,0.0027397260273972603,-0.10000686299040243,2605.0,273.75
50,268.0,269.9,0.6017,0,0.0027397260273972603,-0.09808931686113065,2610.0,268.95
51,262.9,264.6,0.0,0,0.0027397260273972603,-0.0961754406788465,2615.0,263.75
52,258.0,259.9,0.5799,0,0.0027397260273972603,-0.09426522042272713,2620.0,258.95
53,253.0,254.9,0.569,0,0.0027397260273972603,-0.09235864215214558,2625.0,253.95
54,247.9,249.6,0.0,0,0.0027397260273972603,-0.09045569200605948,2630.0,248.75
55,242.9,244.6,0.0,0,0.0027397260273972603,-0.08855635620240704,2635.0,243.75
56,237.9,239.6,0.0,0,0.0027397260273972603,-0.08666062103750792,2640.0,238.75
57,232.9,234.6,0.0,0,0.0027397260273972603,-0.08476847288546992,2645.0,233.75
58,227.9,229.6,0.0,0,0.0027397260273972603,-0.0828798981976018,2650.0,228.75
59,222.9,224.6,0.0,0,0.0027397260273972603,-0.08099488350183051,2655.0,223.75
60,217.9,219.6,0.0,0,0.0027397260273972603,-0.07911341540212498,2660.0,218.75
61,212.9,214.6,0.0,2,0.0027397260273972603,-0.07723548057792484,2665.0,213.75
62,207.9,209.6,0.0,17,0.0027397260273972603,-0.07536106578357445,2670.0,208.75
63,202.8,204.8,0.0,0,0.0027397260273972603,-0.07349015784776276,2675.0,203.8
64,197.8,199.8,0.0,0,0.0027397260273972603,-0.07162274367296735,2680.0,198.8
65,192.9,194.7,0.0,0,0.0027397260273972603,-0.06975881023490467,2685.0,193.8
66,187.8,189.7,0.0,0,0.0027397260273972603,-0.06789834458198497,2690.0,188.75
67,182.8,184.7,0.0,0,0.0027397260273972603,-0.06604133383477213,2695.0,183.75
68,177.9,179.7,0.0,0,0.0027397260273972603,-0.06418776518544925,2700.0,178.8
69,172.8,174.7,0.0,10,0.0027397260273972603,-0.062337625897287814,2705.0,173.75
70,168.0,169.7,0.0,0,0.0027397260273972603,-0.06049090330412315,2710.0,168.85
71,163.0,164.7,0.0,5,0.0027397260273972603,-0.058647584809833946,2715.0,163.85
72,157.9,159.8,0.0,3,0.0027397260273972603,-0.05680765788782678,2720.0,158.85000000000002
73,152.9,154.8,0.0,2,0.0027397260273972603,-0.054971110080525236,2725.0,153.85000000000002
74,147.9,149.8,0.0,13,0.0027397260273972603,-0.0531379289988643,2730.0,148.85000000000002
75,142.8,144.8,0.0,16,0.0027397260273972603,-0.05130810232178815,2735.0,143.8
76,137.9,139.8,0.0,4,0.0027397260273972603,-0.04948161779575385,2740.0,138.85000000000002
77,132.9,134.8,0.0,6,0.0027397260273972603,-0.04765846323423877,2745.0,133.85000000000002
78,127.7,129.8,0.0,2,0.0027397260273972603,-0.045838626517252706,2750.0,128.75
79,122.9,124.9,0.2421,2,0.0027397260273972603,-0.04402209559085485,2755.0,123.9
80,117.7,119.8,0.0,4,0.0027397260273972603,-0.04220885846667405,2760.0,118.75
81,112.9,114.6,0.0,13,0.0027397260273972603,-0.04039890322143458,2765.0,113.75
82,107.7,109.8,0.0,54,0.0027397260273972603,-0.038592217996485594,2770.0,108.75
83,102.9,104.6,0.0,16,0.0027397260273972603,-0.0367887909973348,2775.0,103.75
84,97.7,99.8,0.0,43,0.0027397260273972603,-0.03498861049318696,2780.0,98.75
85,92.8,94.8,0.0,25,0.0027397260273972603,-0.03319166481648533,2785.0,93.8
86,87.9,89.6,0.0,78,0.0027397260273972603,-0.03139794236245844,2790.0,88.75
87,82.9,84.8,0.0,66,0.0027397260273972603,-0.02960743158867024,2795.0,83.85
88,77.8,79.8,0.0,948,0.0027397260273972603,-0.027820121014574394,2800.0,78.8
89,72.9,74.9,0.1388,86,0.0027397260273972603,-0.026035999221073018,2805.0,73.9
90,68.0,69.7,0.0,420,0.0027397260273972603,-0.02425505485007828,2810.0,68.85
91,63.0,64.9,0.1555,93,0.0027397260273972603,-0.022477276604078996,2815.0,63.95
92,58.0,60.0,0.1573,114,0.0027397260273972603,-0.020702653245710502,2820.0,59.0
93,53.0,55.1,0.1533,1435,0.0027397260273972603,-0.018931173597328366,2825.0,54.05
94,48.1,50.1,0.1471,152,0.0027397260273972603,-0.017162826540586398,2830.0,49.1
95,43.4,45.0,0.1433,97,0.0027397260273972603,-0.015397601016017283,2835.0,44.2
96,38.5,40.3,0.1428,505,0.0027397260273972603,-0.013635486022618026,2840.0,39.4
97,33.9,35.4,0.1399,158,0.0027397260273972603,-0.011876470617438477,2845.0,34.65
98,29.3,30.7,0.1366,2304,0.0027397260273972603,-0.010120543915173473,2850.0,30.0
99,24.8,26.2,0.1334,289,0.0027397260273972603,-0.008367695087759114,2855.0,25.5
100,20.6,21.8,0.1302,587,0.0027397260273972603,-0.006617913363971453,2860.0,21.200000000000003
101,17.0,17.4,0.1277,637,0.0027397260273972603,-0.00487118802902981,2865.0,17.2
102,13.3,13.7,0.1246,728,0.0027397260273972603,-0.0031275084242029776,2870.0,13.5
103,10.0,10.4,0.1214,626,0.0027397260273972603,-0.0013868639464188668,2875.0,10.2
104,7.3,7.6,0.1196,721,0.0027397260273972603,0.0003507559521219104,2880.0,7.449999999999999
105,4.9,5.2,0.1155,910,0.0027397260273972603,0.0020853617643302107,2885.0,5.050000000000001
106,3.2,3.4,0.1135,1121,0.0027397260273972603,0.003816963928608097,2890.0,3.3
107,1.85,2.0,0.1094,1062,0.0027397260273972603,0.005545572829225849,2895.0,1.925
108,1.0,1.15,0.1073,1862,0.0027397260273972603,0.007271198796695605,2900.0,1.075
109,0.5,0.6,0.1053,1139,0.0027397260273972603,0.00899385210814179,2905.0,0.55
110,0.25,0.35,0.1066,1075,0.0027397260273972603,0.010713542987668584,2910.0,0.3
111,0.15,0.2,0.1097,942,0.0027397260273972603,0.012430281606723118,2915.0,0.175
112,0.1,0.15,0.1159,2390,0.0027397260273972603,0.014144078084457773,2920.0,0.125
113,0.05,0.1,0.1191,2362,0.0027397260273972603,0.01585494248808719,2925.0,0.07500000000000001
114,0.0,0.05,0.1149,1896,0.0027397260273972603,0.017562884833243288,2930.0,0.025
115,0.0,0.05,0.1247,408,0.0027397260273972603,0.0192679150843271,2935.0,0.025
116,0.0,0.05,0.1337,519,0.0027397260273972603,0.02097004315485755,2940.0,0.025
117,0.0,0.05,0.1442,507,0.0027397260273972603,0.022669278907817315,2945.0,0.025
118,0.0,0.05,0.1538,2662,0.0027397260273972603,0.02436563215599572,2950.0,0.025
119,0.0,0.05,0.1631,1355,0.0027397260273972603,0.026059112662328764,2955.0,0.025
120,0.0,0.05,0.1739,310,0.0027397260273972603,0.027749730140236226,2960.0,0.025
121,0.0,0.05,0.1819,265,0.0027397260273972603,0.02943749425395619,2965.0,0.025
122,0.0,0.05,0.1914,64,0.0027397260273972603,0.031122414618875646,2970.0,0.025
123,0.0,0.05,0.2006,181,0.0027397260273972603,0.03280450080186045,2975.0,0.025
124,0.0,0.05,0.2114,353,0.0027397260273972603,0.03448376232158044,2980.0,0.025
125,0.0,0.05,0.2201,4,0.0027397260273972603,0.036160208648832744,2985.0,0.025
126,0.0,0.05,0.2289,40,0.0027397260273972603,0.03783384920686237,2990.0,0.025
127,0.0,0.05,0.2391,384,0.0027397260273972603,0.03950469337167996,2995.0,0.025
128,0.0,0.05,0.2481,61,0.0027397260273972603,0.04117275047237696,3000.0,0.025
129,0.0,0.05,0.2555,0,0.0027397260273972603,0.04283802979143815,3005.0,0.025
130,0.0,0.05,0.2648,102,0.0027397260273972603,0.04450054056505159,3010.0,0.025
131,0.0,0.05,0.2737,0,0.0027397260273972603,0.04616029198341618,3015.0,0.025
132,0.0,0.05,0.2826,10,0.0027397260273972603,0.04781729319104567,3020.0,0.025
133,0.0,0.05,0.2924,204,0.0027397260273972603,0.04947155328707216,3025.0,0.025
134,0.0,0.05,0.3002,6,0.0027397260273972603,0.051123081325545126,3030.0,0.025
135,0.0,0.05,0.309,0,0.0027397260273972603,0.05277188631572892,3035.0,0.025
136,0.0,0.05,0.3177,8,0.0027397260273972603,0.05441797722239764,3040.0,0.025
137,0.0,0.05,0.3351,11,0.0027397260273972603,0.05770205242358753,3050.0,0.025
138,0.0,0.05,0.3521,0,0.0027397260273972603,0.06097537776855663,3060.0,0.025
139,0.0,0.05,0.3701,0,0.0027397260273972603,0.06423802340337319,3070.0,0.025
140,0.0,0.05,0.3784,4,0.0027397260273972603,0.06586536306274857,3075.0,0.025
141,0.0,0.05,0.3865,0,0.0027397260273972603,0.06749005878975045,3080.0,0.025
142,0.0,0.05,0.4039,0,0.0027397260273972603,0.07073155271392141,3090.0,0.025
143,0.0,0.05,0.4184,111,0.0027397260273972603,0.07396257329536783,3100.0,0.025
144,0.0,0.05,0.4606,0,0.0027397260273972603,0.08199474499263221,3125.0,0.025
145,0.0,0.05,0.5009,0,0.0027397260273972603,0.08996291464180897,3150.0,0.025
146,0.0,0.05,0.5412,0,0.0027397260273972603,0.09786809414892235,3175.0,0.025
147,0.0,0.05,0.5816,0,0.0027397260273972603,0.10571127160994814,3200.0,0.025
148,0.0,0.05,0.6588,0,0.0027397260273972603,0.1212154581459134,3250.0,0.025
149,0.0,0.05,0.7347,0,0.0027397260273972603,0.13648293027670183,3300.0,0.025
150,2172.3,2183.6,0.0,0,0.00821917808219178,-1.4141144821344651,700.0,2177.95
151,2073.0,2084.4,0.0,0,0.00821917808219178,-1.2805830895099424,800.0,2078.7
152,2022.6,2033.9,0.0,0,0.00821917808219178,-1.2199584676935076,850.0,2028.25
153,1972.3,1983.7,0.0,0,0.00821917808219178,-1.162800053853559,900.0,1978.0
154,1922.3,1933.6,0.0,0,0.00821917808219178,-1.1087328325832833,950.0,1927.9499999999998
155,1872.8,1884.2,0.0,0,0.00821917808219178,-1.0574395381957327,1000.0,1878.5
156,1822.8,1834.2,0.0,0,0.00821917808219178,-1.0086493740263007,1050.0,1828.5
157,1772.8,1784.2,0.0,0,0.00821917808219178,-0.9621293583914078,1100.0,1778.5
158,1723.2,1734.6,2.737,0,0.00821917808219178,-0.917677595820574,1150.0,1728.9
159,1673.0,1684.4,0.0,0,0.00821917808219178,-0.875117981401778,1200.0,1678.7
160,1622.3,1633.7,0.0,0,0.00821917808219178,-0.8342959868815228,1250.0,1628.0
161,1572.4,1583.7,0.0,0,0.00821917808219178,-0.7950752737282416,1300.0,1578.0500000000002
162,1522.9,1534.3,0.0,0,0.00821917808219178,-0.7573349457453945,1350.0,1528.6
163,1472.7,1484.1,0.0,1,0.00821917808219178,-0.7209673015745197,1400.0,1478.4
164,1422.7,1434.1,0.0,0,0.00821917808219178,-0.6858759817632497,1450.0,1428.4
165,1373.2,1384.6,0.0,0,0.00821917808219178,-0.6519744300875684,1500.0,1378.9
166,1347.5,1358.9,0.0,0,0.00821917808219178,-0.6354451281363578,1525.0,1353.2
167,1322.5,1333.9,0.0,0,0.00821917808219178,-0.6191846072645775,1550.0,1328.2
168,1297.4,1308.8,0.0,0,0.00821917808219178,-0.6031842659181363,1575.0,1303.1
169,1272.4,1283.8,0.0,0,0.00821917808219178,-0.5874359089499972,1600.0,1278.1
170,1247.5,1258.9,0.0,0,0.00821917808219178,-0.5719317224140319,1625.0,1253.2
171,1222.5,1233.8,0.0,0,0.00821917808219178,-0.5566642502832435,1650.0,1228.15
172,1198.0,1209.4,0.0,0,0.00821917808219178,-0.541626372918703,1675.0,1203.7
173,1173.0,1184.4,0.0,0,0.00821917808219178,-0.5268112871335623,1700.0,1178.7
174,1148.0,1159.4,0.0,0,0.00821917808219178,-0.5122124877124096,1725.0,1153.7
175,1122.8,1134.2,0.0,0,0.00821917808219178,-0.49782375026031,1750.0,1128.5
176,1098.0,1109.4,0.0,0,0.00821917808219178,-0.48363911526835357,1775.0,1103.7
177,1073.1,1084.4,0.0,0,0.00821917808219178,-0.4696528732936137,1800.0,1078.75
178,1048.4,1059.8,1.5424,0,0.00821917808219178,-0.45585955116127785,1825.0,1054.1
179,1022.6,1034.0,0.0,0,0.00821917808219178,-0.4422538991054992,1850.0,1028.3
180,997.6,1009.0,0.0,0,0.00821917808219178,-0.42883087877335857,1875.0,1003.3
181,973.1,984.4,0.0,0,0.00821917808219178,-0.4155856520233379,1900.0,978.75
182,947.6,959.0,0.0,0,0.00821917808219178,-0.4025135704559851,1925.0,953.3
183,922.6,934.0,0.0,0,0.00821917808219178,-0.3896101656200773,1950.0,928.3
184,897.5,908.9,0.0,0,0.00821917808219178,-0.3768711398426475,1975.0,903.2
185,878.0,880.0,0.0,2,0.00821917808219178,-0.3642923576357874,2000.0,879.0
186,828.0,830.1,0.0,0,0.00821917808219178,-0.33959974504541585,2050.0,829.05
187,802.9,805.1,0.0,0,0.00821917808219178,-0.32747838451307104,2075.0,804.0
188,777.9,780.0,0.0,0,0.00821917808219178,-0.3155021934663554,2100.0,778.95
189,753.1,755.2,1.0382,2,0.00821917808219178,-0.3036677358193525,2125.0,754.1500000000001
190,728.1,730.2,0.9942,0,0.00821917808219178,-0.29197169605616125,2150.0,729.1500000000001
191,703.1,705.2,0.9499,0,0.00821917808219178,-0.28041087365508527,2175.0,704.1500000000001
192,688.0,690.1,0.0,0,0.00821917808219178,-0.2735379943673232,2190.0,689.05
193,678.0,680.1,0.0,1,0.00821917808219178,-0.2689821778314625,2200.0,679.05
194,668.0,670.1,0.0,0,0.00821917808219178,-0.2644470226660713,2210.0,669.05
195,658.0,660.1,0.0,0,0.00821917808219178,-0.25993234231154455,2220.0,659.05
196,653.0,655.1,0.0,0,0.00821917808219178,-0.2576826225775291,2225.0,654.05
197,648.0,650.1,0.0,0,0.00821917808219178,-0.2554379527237053,2230.0,649.05
198,637.9,640.1,0.0,0,0.00821917808219178,-0.25096367232878414,2240.0,639.0
199,627.9,630.1,0.0,0,0.00821917808219178,-0.2465093219794039,2250.0,629.0
200,618.1,620.1,0.0,0,0.00821917808219178,-0.2420747249115382,2260.0,619.1
201,608.1,610.1,0.0,0,0.00821917808219178,-0.23765970670242131,2270.0,609.1
202,602.9,605.1,0.0,1,0.00821917808219178,-0.23545948579281892,2275.0,604.0
203,598.1,600.1,0.0,1,0.00821917808219178,-0.2332640952293833,2280.0,599.1
204,588.1,590.3,0.8129,0,0.00821917808219178,-0.22888772062958446,2290.0,589.2
205,578.1,580.1,0.0,0,0.00821917808219178,-0.22453041526062864,2300.0,579.1
206,568.1,570.3,0.7805,0,0.00821917808219178,-0.22019201366203053,2310.0,569.2
207,558.1,560.1,0.0,0,0.00821917808219178,-0.21587235251751405,2320.0,559.1
208,553.0,555.1,0.0,0,0.00821917808219178,-0.21371949915641303,2325.0,554.05
209,548.1,550.1,0.0,0,0.00821917808219178,-0.21157127061812347,2330.0,549.1
210,543.0,545.1,0.0,0,0.00821917808219178,-0.20942764707487208,2335.0,544.05
211,538.1,540.2,0.6585,0,0.00821917808219178,-0.20728860882612268,2340.0,539.1500000000001
212,533.1,535.2,0.6401,0,0.00821917808219178,-0.20515413629748994,2345.0,534.1500000000001
213,528.1,530.2,0.6349,3,0.00821917808219178,-0.20302421003966506,2350.0,529.1500000000001
214,523.1,525.2,0.627,0,0.00821917808219178,-0.2008988107273516,2355.0,524.1500000000001
215,518.1,520.2,0.6113,0,0.00821917808219178,-0.198777919158214,2360.0,519.1500000000001
216,513.1,515.2,0.6079,0,0.00821917808219178,-0.19666151625183645,2365.0,514.1500000000001
217,508.1,510.2,0.5955,0,0.00821917808219178,-0.1945495830486928,2370.0,509.15
218,503.1,505.2,0.5797,0,0.00821917808219178,-0.19244210070912812,2375.0,504.15
219,498.1,500.2,0.564,0,0.00821917808219178,-0.19033905051234934,2380.0,499.15
220,493.0,495.2,0.0,0,0.00821917808219178,-0.18824041385542817,2385.0,494.1
221,488.1,490.1,0.0,0,0.00821917808219178,-0.18614617225231345,2390.0,489.1
222,483.1,485.1,0.0,0,0.00821917808219178,-0.18405630733285408,2395.0,484.1
223,478.0,480.1,0.0,6,0.00821917808219178,-0.1819708008418327,2400.0,479.05
224,473.0,475.1,0.0,0,0.00821917808219178,-0.17988963463800817,2405.0,474.05
225,468.2,470.2,0.6213,140,0.00821917808219178,-0.17781279069316908,2410.0,469.2
226,463.2,465.2,0.6133,0,0.00821917808219178,-0.17574025109119673,2415.0,464.2
227,458.2,460.3,0.6437,0,0.00821917808219178,-0.1736719980271376,2420.0,459.25
228,453.0,455.1,0.0,12,0.00821917808219178,-0.17160801380628612,2425.0,454.05
229,448.2,450.3,0.6286,0,0.00821917808219178,-0.16954828084327558,2430.0,449.25
230,443.2,445.3,0.6211,0,0.00821917808219178,-0.1674927816611796,2435.0,444.25
231,438.2,440.3,0.6137,0,0.00821917808219178,-0.16544149889062224,2440.0,439.25
232,433.0,435.1,0.0,0,0.00821917808219178,-0.16339441526889728,2445.0,434.05
233,428.2,430.3,0.5988,10,0.00821917808219178,-0.16135151363909703,2450.0,429.25
234,423.1,425.2,0.0,10,0.00821917808219178,-0.15931277694924878,2455.0,424.15
235,418.1,420.2,0.0,10,0.00821917808219178,-0.15727818825146125,2460.0,419.15
236,413.1,415.2,0.0,0,0.00821917808219178,-0.1552477307010793,2465.0,414.15
237,408.2,410.3,0.5692,0,0.00821917808219178,-0.1532213875558468,2470.0,409.25
238,403.1,405.2,0.0,10,0.00821917808219178,-0.15119914217507902,2475.0,404.15
239,398.1,400.2,0.0,0,0.00821917808219178,-0.14918097801884186,2480.0,399.15
240,393.2,395.4,0.5717,0,0.00821917808219178,-0.14716687864714065,2485.0,394.29999999999995
241,388.2,390.4,0.5642,0,0.00821917808219178,-0.14515682771911648,2490.0,389.29999999999995
242,383.2,385.2,0.4906,0,0.00821917808219178,-0.14315080899225063,2495.0,384.2
243,378.2,380.4,0.5491,1,0.00821917808219178,-0.14114880632157759,2500.0,379.29999999999995
244,373.2,375.2,0.4758,0,0.00821917808219178,-0.13915080365890456,2505.0,374.2
245,368.2,370.4,0.5341,0,0.00821917808219178,-0.13715678505204018,2510.0,369.29999999999995
246,363.2,365.2,0.4623,0,0.00821917808219178,-0.1351667346440302,2515.0,364.2
247,358.2,360.3,0.4948,100,0.00821917808219178,-0.13318063667240068,2520.0,359.25
248,353.1,355.2,0.0,10,0.00821917808219178,-0.1311984754684095,2525.0,354.15
249,348.2,350.3,0.4801,11,0.00821917808219178,-0.1292202354563038,2530.0,349.25
250,343.1,345.2,0.0,0,0.00821917808219178,-0.12724590115258622,2535.0,344.15
251,338.1,340.2,0.0,1,0.00821917808219178,-0.1252754571652875,2540.0,339.15
252,333.0,335.2,0.0,0,0.00821917808219178,-0.12330888819324655,2545.0,334.1
